title,view_num,likes
"新年新谈,比亚迪DM-i混动的四个缺陷总结", 92257, 4585,
"体验男生的终极梦想 GTR", 474562, 30093,
"朋友极力推荐特斯拉，老夏第一眼就相中了，试驾后犹豫了", 128330, 4139,
"出差三个月,车上竟然长出了草，小伙洗干净花费了半天时间！", 111715, 6455,
"新年第一惨，8死19伤", 139939, 2323,
"今年买车注意了，买车最新政策解读！", 104249, 6769,
"劳斯莱斯的生产过程，内饰镶嵌426颗上等钻石，订一辆车要等9个月", 5120605, 6551,
"女孩马路来回穿梭被撞脑颅重创，交警判责引家属气愤不已", 122122, 5578,
"这个事故给我看麻了", 157758, 1845,
"雅马哈 R3 vs 凯越321RR 同场加速对比", 66850, 6451,
"「20分车评」35万买顶配小鹏，后悔了吗？/P7四驱高性能版使用报告", 77834, 4812,
"「挪车大师」最新作品", 133423, 867,
"『新-新新变道全责』连载2 亲赴交警队 前排吃瓜&指导工作", 87018, 3881,
"豪车高速碰瓷", 103275, 3483,
"手把手教你逼疯特斯拉车主！这样的朋友不要也罢...", 205402, 31992,
"新年第一天堵车！在无人海滩的房车生活【VanLife】", 79130, 5758,
"10万公里的车想继续开，有哪些配件必须换？", 74169, 4937,
"“星”车预告！揭开极星5 的神秘面纱", 2059331, 8110,
"在遥远的边境，有一个少有人知的民族，默默守护着那片土地，他们是帕米尔高原的雄鹰", 2313539, 154125,
"【主任有话说】第160期：一秒夺走你的“卧槽” 骑摩托进客厅 撞飞大娘5米远 摩托车事故分析 防御性驾驶不能松！", 211594, 7198,
"国内首创硬升顶四驱房车，实现2人旅行空间还能下地库", 3417448, 110017,
"自驾西藏阿里中线，终于到达最后一站，走完这一路车子伤痕累累", 622593, 3697,
"【铁秀】影豹VS a MG6！谁是嘴强王者？", 285774, 16163,
"女 子 骑 车 被 掏 腰 ， 当 场 抓 住 火 焰 高！", 83210, 4436,
"【溜溜哥】更换一个尾牙就能让车有这么大的提升？", 69140, 4328,
"杭州萧山车祸", 466648, 4705,
"三菱日产感谢丰田", 485995, 29950,
"美国警察查车危险降临，黑人小伙3秒前谈笑风生，转脸能要人命", 248816, 1634,
"小刘说：车贩子干到一定境界，可以听声识车。摄像小哥：别吹了！", 364288, 2691,
"同行开路虎来砸场子！先装个傻，看他怎么表演", 91275, 2449,
"加油站新骗局，在我车油箱盖贴标签，被骗了600...", 287591, 13000,
"小伙在朋友圈晒女友黑丝照，结果被朋友举报无证驾驶！【626期】", 79865, 2951,
"高速开远光", 932930, 64703,
"不只是灯厂，还有很多黑科技，你都知道吗？", 81422, 2076,
"奥迪未来的全自动汽车，变换驾驶模式车身可以自动延伸？", 74017, 1822,
"万众期待的极氪001，表现真如大家说的那样？", 67220, 2935,
"柯尼塞格员工只有30人，为什么却能造出，价值几千万的超级跑车？", 571425, 5764,
"迈巴赫强行加塞，当场被女司机上了一课，网友直呼“过瘾”", 276847, 10387,
"开奔驰S350挑战外卖小哥，一趟8份外卖，能比玩车弟先到吗", 775128, 621,
"蔚来ET5 不买燃油车 买它？", 50852, 3773,
"这些人你都认识谁？", 69382, 2398,
"汽车炸弹有多可怕？这东西简直防不胜防！", 146039, 9835,
"第一视角 领克09 BOSE音响新年音乐会！我觉得这款BOSE绝对是同价位里最好的音响之一！祝大家新年快乐 万事如意！", 63858, 1679,
"小伙子过度虚荣分漆M捷豹", 342237, 13829,
"【比亚迪汽车】2022年第一天和2021款唐DM 一起共赴新程，启程，即是更好的坦途！", 60908, 4476,
"今天你不看完，明日踩坑的可能是你", 377995, 8214,
"【七哥撩车】2022年最值得期待的8款新车，你看上谁了？", 112789, 6927,
"买早了？首曝！全新奔驰E级，内外全新！宝马有压力？", 62525, 1737,
"可以让全村人不吃饭看一整天 三十九", 70164, 898,
"花王辉又过来求救，波哥说这台马自达MX-5是神车！", 66974, 1674,
"华为都在骂的三缸机，到底是个什么玩楞？？？", 54919, 2407,
"开台一万块的敞篷车，也敢和女生约会？", 89871, 4756,
"为了赛那这碟醋，我们包了一顿饺子，6款热门MPV大横评", 51330, 2135,
"元旦快乐！翻新两个大灯给各位助助兴！", 56813, 1985,
"卖车也救不了华为吗？猪队友实在带不动，不如华为下场造车？", 99608, 605,
"【上海公安】【跨年系列】警察误按警报 骑警满脸问号", 63371, 904,
"进取 从未停止", 5905, 2215,
"90期：12月30日旧金山突发：嫌犯趁夜色抛弃罪证突然隐身，挑战夜视仪，能否成功逃脱？", 90176, 8604,
"这个上路肯定要出幺蛾子", 1421708, 53544,
"纵床房车，魔术空间储物箱，可载一家四口旅行，超多亮点，看看这辆房车适不适合你们旅行吧", 676820, 1158,
"拥有一台劳斯莱斯魅影 是不是一件特别快乐的事？", 38365, 2312,
"大学即将毕业，2800元买了人生第一辆车。比亚迪F0，这价格还要啥自行车。", 152436, 2951,
"能走进黑名单的人，都是昔日的VIP", 191097, 19477,
"「第一视角」大众辉腾 - 这次是"真"高级车！！！", 50832, 1226,
