title,view_num,likes
"集体摆烂还是猥琐发育，这游戏公司都一无是处了吗？", 450903, 27921,
"《孤勇者》（《英雄联盟：双城之战》动画剧集中文主题曲）", 20255945, 1318988,
"小鱼的咬合力这么强的吗？用嘴巴到处搞破坏疯狂乱咬，最具破坏力的一条鱼！我是鱼", 383419, 35375,
"LPL两大新生代上单打法有何差异？带你深入了解Bin和Ale风格", 501605, 31736,
"看完云堇角色演示后留学生崩溃大哭珍贵录像流出", 373900, 27961,
"我的世界UP主接力生存！【二十一】", 373000, 46919,
"《心理博弈？危险游戏！》", 577352, 42167,
"云堇只是在拍手手", 400679, 30219,
"我居然发现了世界的真相！！！", 644132, 29057,
"我就是饶舌公主！吸溜！", 679897, 22900,
"【我的世界】活下去！孤岛生存 P15", 221336, 34354,
"“30岁白金喜欢看金贡直播，可以打职业吗？”", 1713280, 141530,
"【阿光】九条和一斗小甜饼日常两则-不愧是被四星打哭的五星男人（大雾", 300178, 39007,
"输不了的棋局！史上最细节&鉴赏解析舟游剧情——风雪过境中的思念交织「明日方舟剧场版」", 108973, 22431,
"童年最难双人游戏！三国小镇的最终结局是什么？", 361801, 30549,
"女孩子玩打野的时候在想什么", 316361, 39135,
"可莉与一斗大冒险 （原创动画）", 223404, 25773,
"人类有可能完成？", 7688689, 608548,
"离谱！万宁新作《万宁扫雷》试玩", 552300, 22302,
"当幸福来砸门", 1253784, 80966,
"拼夕夕3块钱买的三国杀，你们帮我看看有没有问题？【拼夕夕三国杀35】", 506121, 21080,
"被迫同时玩两个号打挑战，从备胎小弟到继承大哥", 513076, 16426,
"游戏玩家的消费观", 527705, 79133,
"双方大爹 互显神通！", 1059525, 59759,
"《关于帝君喜欢串场这件事》", 316358, 28932,
"生活就像原神 根本不抱希望的时候给你奇迹。。。", 274559, 39151,
"【Minecraft】历时七年，建造真正的原版全自动铁路客运系统", 230010, 24500,
"跟我螃蟹拼你有这个实力♂吗！！？", 342673, 38729,
"当玩家拥有了酷炫无比的「镭射眼」!!", 768683, 91468,
"植物大战僵尸：一只花盆，也能打满屏的红眼？", 444968, 33550,
"和zoom上流联动 如何利用游戏理解反其道而行建立优势", 457415, 26781,
"【只狼】历时两年 终成极致-谨以此片献给所有热爱只狼的玩家", 251551, 23887,
"中国小伙欧冠大战巴黎三叉戟【FIFA22生涯第07期】", 161693, 27665,
"为何这款FC经典游戏却很少有人通关", 1312197, 81239,
"最后的月亮领主 真-毕业套装诞生，纯召唤师生存18（完结篇）", 206411, 26792,
"新版项羽大招轻松打出上万伤害，这才是真正的破釜沉舟", 848608, 39050,
"真的有将充钱做进新手教程的游戏！", 403544, 31790,
"帝君，你要接好了", 264904, 53490,
"这不火，我当场就把电脑屏幕吃掉！！", 2115128, 143603,
"勇者：救公主？老子要当国王！", 290458, 35771,
"谷歌小恐龙, 但是加入了陨石和...", 234598, 19673,
"下 毒 ！", 406196, 29223,
"你可曾听闻一种剑法？叫做……", 364408, 32228,
"川 剧 变 脸", 277595, 30251,
